Esn,Country,Localized Device Description,Device Description,Ip,Region Code Display Name,Ts
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8415:8a80:7990:f653:4572:9e8,Harju,2021-08-08T19:03:24.879Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8415:8a80:9925:6d47:de7a:494a,Harju,2021-08-07T13:49:18.165Z
NFAPPL-02-IPHONE12=3-D41B7DC2AF08258E2499CECFD37C5D40A4A4C9474453F4E9F71D42AEEBD9A57F,EE,Apple iPhone 11 Pro,Apple iPhone 11 Pro,2001:7d0:8415:8a80:b163:3710:ec1e:60dd,Harju,2021-08-06T12:51:03.766Z
NFAPPL-02-IPHONE12=3-D41B7DC2AF08258E2499CECFD37C5D40A4A4C9474453F4E9F71D42AEEBD9A57F,EE,Apple iPhone 11 Pro,Apple iPhone 11 Pro,2001:7d0:8415:8a80:b163:3710:ec1e:60dd,Harju,2021-08-06T12:47:03.057Z
SLMAC-H4JG58FA3G07NJL05HUUG2151NX09E,EE,Mac,Mac,2001:7d0:8415:8a80:69f3:4a5a:1c83:7b18,Harju,2021-08-05T19:48:32.805Z
SLMAC-H4JG58FA3G07NJL05HUUG2151NX09E,EE,Mac,Mac,84.50.125.188,Harju,2021-08-05T18:37:22.516Z
SLMAC-H4JG58FA3G07NJL05HUUG2151NX09E,EE,Mac,Mac,2001:7d0:8415:8a80:69f3:4a5a:1c83:7b18,Harju,2021-08-05T17:49:49.140Z
SLMAC-H4JG58FA3G07NJL05HUUG2151NX09E,EE,Mac,Mac,2001:7d0:8415:8a80:69f3:4a5a:1c83:7b18,Harju,2021-08-05T17:49:49.128Z
NFAPPL-03-APPLETV2=1-AA1034CC31DFC3FD4154E569E7395B263357FA335C4615C27A0186AA4477A6C1,EE,Apple TV,Apple TV 2,2001:7d0:8415:8a80:28ea:aec3:eb2c:d9bf,Harju,2021-08-04T19:08:35.640Z
NFAPPL-02-IPHONE12=3-D41B7DC2AF08258E2499CECFD37C5D40A4A4C9474453F4E9F71D42AEEBD9A57F,EE,Apple iPhone 11 Pro,Apple iPhone 11 Pro,2001:7d0:8415:8a80:cc4d:3157:2762:c453,Harju,2021-08-03T19:13:32.800Z
NFAPPL-02-IPHONE12=3-D41B7DC2AF08258E2499CECFD37C5D40A4A4C9474453F4E9F71D42AEEBD9A57F,EE,Apple iPhone 11 Pro,Apple iPhone 11 Pro,84.50.25.58,Harju,2021-08-03T16:28:34.208Z
SLMAC-H4JG58FA3G07NJL05HUUG2151NX09E,EE,Mac,Mac,2001:7d0:8415:8a80:895a:fd8c:677d:e39c,Harju,2021-08-02T16:37:07.679Z
SLMAC-H4JG58FA3G07NJL05HUUG2151NX09E,EE,Mac,Mac,84.50.125.188,Harju,2021-08-02T10:27:17.989Z
SLMAC-H4JG58FA3G07NJL05HUUG2151NX09E,EE,Mac,Mac,2001:7d0:8415:8a80:9156:5410:d5ed:87c0,Harju,2021-08-02T10:02:48.066Z
NFAPPL-02-IPHONE12=3-D41B7DC2AF08258E2499CECFD37C5D40A4A4C9474453F4E9F71D42AEEBD9A57F,EE,Apple iPhone 11 Pro,Apple iPhone 11 Pro,2001:7d0:8415:8a80:951a:2925:bc36:f4b5,Harju,2021-08-02T08:09:25.973Z
SLMAC-H4JG58FA3G07NJL05HUUG2151NX09E,EE,Mac,Mac,2001:7d0:8415:8a80:9156:5410:d5ed:87c0,Harju,2021-08-01T14:26:34.670Z
SLMAC-H4JG58FA3G07NJL05HUUG2151NX09E,EE,Mac,Mac,84.50.125.188,Harju,2021-08-01T14:21:02.271Z
SLMAC-H4JG58FA3G07NJL05HUUG2151NX09E,EE,Mac,Mac,2001:7d0:8415:8a80:9156:5410:d5ed:87c0,Harju,2021-08-01T13:20:28.752Z
NFAPPL-02-IPHONE12=3-D41B7DC2AF08258E2499CECFD37C5D40A4A4C9474453F4E9F71D42AEEBD9A57F,EE,Apple iPhone 11 Pro,Apple iPhone 11 Pro,2001:7d0:8415:8a80:247b:85dd:42f6:7c52,Harju,2021-07-31T22:23:47.993Z
NFAPPL-02-IPHONE12=3-D41B7DC2AF08258E2499CECFD37C5D40A4A4C9474453F4E9F71D42AEEBD9A57F,EE,Apple iPhone 11 Pro,Apple iPhone 11 Pro,46.131.40.158,Harju,2021-07-31T16:51:56.082Z
SLMAC-H4JG58FA3G07NJL05HUUG2151NX09E,EE,Mac,Mac,2001:7d0:8415:8a80:e0b5:c92a:18e3:7737,Harju,2021-07-30T17:26:43.169Z
SLMAC-H4JG58FA3G07NJL05HUUG2151NX09E,EE,Mac,Mac,2001:7d0:8415:8a80:4d30:6106:71b0:c3e5,Harju,2021-07-29T19:11:59.673Z
NFAPPL-02-IPHONE12=3-D41B7DC2AF08258E2499CECFD37C5D40A4A4C9474453F4E9F71D42AEEBD9A57F,EE,Apple iPhone 11 Pro,Apple iPhone 11 Pro,2001:7d0:8415:8a80:5c3c:1734:2055:eebe,Harju,2021-07-29T12:15:50.581Z
NFAPPL-02-IPHONE12=3-D41B7DC2AF08258E2499CECFD37C5D40A4A4C9474453F4E9F71D42AEEBD9A57F,EE,Apple iPhone 11 Pro,Apple iPhone 11 Pro,195.250.190.242,Harju,2021-07-29T08:54:45.320Z
NFAPPL-02-IPHONE12=3-D41B7DC2AF08258E2499CECFD37C5D40A4A4C9474453F4E9F71D42AEEBD9A57F,EE,Apple iPhone 11 Pro,Apple iPhone 11 Pro,2001:7d0:8415:8a80:3955:e2e9:74a3:da8a,Harju,2021-07-29T06:43:16.854Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8415:8a80:8c9e:6817:b2eb:d177,Harju,2021-07-28T18:57:34.251Z
SLMAC-H4JG58FA3G07NJL05HUUG2151NX09E,EE,Mac,Mac,2001:7d0:8415:8a80:d77:4014:5341:a532,Harju,2021-07-28T17:23:09.863Z
SLMAC-H4JG58FA3G07NJL05HUUG2151NX09E,EE,Mac,Mac,84.50.125.188,Harju,2021-07-28T16:34:38.717Z
SLMAC-H4JG58FA3G07NJL05HUUG2151NX09E,EE,Mac,Mac,2001:7d0:8415:8a80:d77:4014:5341:a532,Harju,2021-07-28T16:01:10.737Z
SLMAC-H4JG58FA3G07NJL05HUUG2151NX09E,EE,Mac,Mac,84.50.125.188,Harju,2021-07-28T15:44:58.703Z
SLMAC-H4JG58FA3G07NJL05HUUG2151NX09E,EE,Mac,Mac,84.50.125.188,Harju,2021-07-28T15:44:58.691Z
SLMAC-H4JG58FA3G07NJL05HUUG2151NX09E,EE,Mac,Mac,2001:7d0:8415:8a80:d77:4014:5341:a532,Harju,2021-07-28T14:15:17.818Z
SLMAC-H4JG58FA3G07NJL05HUUG2151NX09E,EE,Mac,Mac,84.50.125.188,Harju,2021-07-28T14:10:43.113Z
SLMAC-H4JG58FA3G07NJL05HUUG2151NX09E,EE,Mac,Mac,2001:7d0:8415:8a80:d77:4014:5341:a532,Harju,2021-07-28T13:56:30.546Z
SLMAC-H4JG58FA3G07NJL05HUUG2151NX09E,EE,Mac,Mac,84.50.125.188,Harju,2021-07-28T13:56:19.088Z
SLMAC-H4JG58FA3G07NJL05HUUG2151NX09E,EE,Mac,Mac,2001:7d0:8415:8a80:d77:4014:5341:a532,Harju,2021-07-28T13:56:12.798Z
NFAPPL-02-IPHONE12=3-D41B7DC2AF08258E2499CECFD37C5D40A4A4C9474453F4E9F71D42AEEBD9A57F,EE,Apple iPhone 11 Pro,Apple iPhone 11 Pro,2001:7d0:8415:8a80:7001:5600:d9ae:a2ff,Harju,2021-07-28T08:08:28.701Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8415:8a80:c17f:986:fe97:1549,Harju,2021-07-27T19:00:29.429Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8415:8a80:dc29:248d:294c:abde,Harju,2021-07-27T17:53:15.791Z
SLMAC-H4JG58FA3G07NJL05HUUG2151NX09E,EE,Mac,Mac,2001:7d0:8415:8a80:7146:7daf:7daa:34d6,Harju,2021-07-27T17:46:44.137Z
SLMAC-H4JG58FA3G07NJL05HUUG2151NX09E,EE,Mac,Mac,84.50.125.188,Harju,2021-07-27T17:46:42.359Z
SLMAC-H4JG58FA3G07NJL05HUUG2151NX09E,EE,Mac,Mac,2001:7d0:8415:8a80:7146:7daf:7daa:34d6,Harju,2021-07-27T17:03:12.180Z
SLMAC-H4JG58FA3G07NJL05HUUG2151NX09E,EE,Mac,Mac,2001:7d0:8415:8a80:7146:7daf:7daa:34d6,Harju,2021-07-27T17:03:12.167Z
NFAPPL-02-IPHONE12=3-D41B7DC2AF08258E2499CECFD37C5D40A4A4C9474453F4E9F71D42AEEBD9A57F,EE,Apple iPhone 11 Pro,Apple iPhone 11 Pro,2001:7d0:8415:8a80:3cd0:bae8:fc22:2f75,Harju,2021-07-27T06:43:19.945Z
SLMAC-H4JG58FA3G07NJL05HUUG2151NX09E,EE,Mac,Mac,84.50.125.188,Harju,2021-07-26T20:46:56.966Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8415:8a80:e56d:6377:8fa4:78d5,Harju,2021-07-26T19:37:50.948Z
SLMAC-H4JG58FA3G07NJL05HUUG2151NX09E,EE,Mac,Mac,2001:7d0:8415:8a80:b068:774b:8921:fe6d,Harju,2021-07-26T19:02:02.666Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8415:8a80:a149:c2b0:6296:7277,Harju,2021-07-26T07:33:55.017Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8415:8a80:a149:c2b0:6296:7277,Harju,2021-07-26T07:33:31.976Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8415:8a80:58f6:1130:126d:4eb,Harju,2021-07-25T19:07:18.892Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),46.131.63.252,Harju,2021-07-25T14:31:31.715Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),46.131.63.252,Harju,2021-07-25T08:03:31.170Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8415:8a80:d152:cc18:ba41:14d4,Harju,2021-07-25T06:58:09.599Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8415:8a80:792a:f020:a4b9:957d,Harju,2021-07-24T18:08:28.092Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8415:8a80:b89d:d5bf:81b7:9613,Harju,2021-07-24T08:03:26.307Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8415:8a80:28fa:d96d:dbf6:5c59,Harju,2021-07-24T00:46:17.158Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8415:8a80:c428:ada2:ae51:1a28,Harju,2021-07-23T05:52:37.102Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8415:8a80:388c:8bba:68:4589,Harju,2021-07-22T21:13:27.619Z
NFAPPL-03-APPLETV2=1-AA1034CC31DFC3FD4154E569E7395B263357FA335C4615C27A0186AA4477A6C1,EE,Apple TV,Apple TV 2,2001:7d0:8415:8a80:8d0b:a248:b5ce:4a91,Harju,2021-07-22T15:49:56.441Z
SLMAC-H4JG58FA3G07NJL05HUUG2151NX09E,EE,Mac,Mac,2001:7d0:8415:8a80:cc35:5df8:2282:da06,Harju,2021-07-22T14:13:44.386Z
NFCDSF-01-HGHM8Y8TPG0DCRTN7E3WL9YX6C6LV5,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),84.50.125.188,Harju,2021-07-22T13:27:23.687Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8415:8a80:6904:fa30:dbe4:ab1a,Harju,2021-07-22T13:00:15.863Z
NFCDSF-01-HGHM8Y8TPG0DCRTN7E3WL9YX6C6LV5,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),2001:7d0:8415:8a80:a4eb:fcea:5ec2:1139,Harju,2021-07-22T12:13:50.182Z
NFAPPL-02-IPHONE12=3-D41B7DC2AF08258E2499CECFD37C5D40A4A4C9474453F4E9F71D42AEEBD9A57F,EE,Apple iPhone 11 Pro,Apple iPhone 11 Pro,2001:7d0:8415:8a80:dbb:aabd:bdf6:8ea4,Harju,2021-07-22T11:54:55.817Z
NFCDSF-01-HGHM8Y8TPG0DCRTN7E3WL9YX6C6LV5,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),84.50.125.188,Harju,2021-07-22T11:24:23.691Z
NFCDSF-01-HGHM8Y8TPG0DCRTN7E3WL9YX6C6LV5,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),2001:7d0:8415:8a80:214d:9987:d33c:2e15,Harju,2021-07-22T10:51:41.105Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8415:8a80:1d4e:547a:2819:b477,Harju,2021-07-22T09:09:00.308Z
NFAPPL-02-IPHONE12=3-D41B7DC2AF08258E2499CECFD37C5D40A4A4C9474453F4E9F71D42AEEBD9A57F,EE,Apple iPhone 11 Pro,Apple iPhone 11 Pro,2001:7d0:8415:8a80:b4f3:4181:6c68:dd4d,Harju,2021-07-22T07:59:01.075Z
NFAPPL-02-IPHONE12=3-D41B7DC2AF08258E2499CECFD37C5D40A4A4C9474453F4E9F71D42AEEBD9A57F,EE,Apple iPhone 11 Pro,Apple iPhone 11 Pro,2001:7d0:8415:8a80:6191:e99d:397d:87cf,Harju,2021-07-21T23:59:42.286Z
NFCDSF-01-HGHM8Y8TPG0DCRTN7E3WL9YX6C6LV5,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),84.50.125.188,Harju,2021-07-21T19:43:27.946Z
NFCDSF-01-HGHM8Y8TPG0DCRTN7E3WL9YX6C6LV5,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),2001:7d0:8415:8a80:ec29:ab5c:40d4:18fd,Harju,2021-07-21T18:21:16.802Z
NFCDSF-01-HGHM8Y8TPG0DCRTN7E3WL9YX6C6LV5,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),2001:7d0:8415:8a80:99fc:48ef:836c:a43,Harju,2021-07-21T16:56:11.108Z
NFCDSF-01-HGHM8Y8TPG0DCRTN7E3WL9YX6C6LV5,EE,Safari MAC (Cadmium),Safari MAC (Cadmium),2001:7d0:8415:8a80:99fc:48ef:836c:a43,Harju,2021-07-21T16:54:11.085Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8415:8a80:40ef:90c3:ec4d:50a2,Harju,2021-07-21T15:45:16.402Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),46.131.63.255,Harju,2021-07-21T15:22:50.948Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8415:8a80:595d:b462:ab0e:9a1d,Harju,2021-07-21T14:57:10.405Z
NFAPPL-02-IPHONE12=3-D41B7DC2AF08258E2499CECFD37C5D40A4A4C9474453F4E9F71D42AEEBD9A57F,EE,Apple iPhone 11 Pro,Apple iPhone 11 Pro,2001:7d0:8415:8a80:5d73:a82:8b3c:42aa,Harju,2021-07-21T13:44:56.947Z
NFAPPL-02-IPHONE12=3-D41B7DC2AF08258E2499CECFD37C5D40A4A4C9474453F4E9F71D42AEEBD9A57F,EE,Apple iPhone 11 Pro,Apple iPhone 11 Pro,195.250.190.242,Harju,2021-07-21T08:41:45.553Z
SLMAC-H4JG58FA3G07NJL05HUUG2151NX09E,EE,Mac,Mac,2001:7d0:8415:8a80:6c8b:e8ac:ee2c:bb40,Harju,2021-07-20T17:39:45.793Z
SLMAC-H4JG58FA3G07NJL05HUUG2151NX09E,EE,Mac,Mac,2001:7d0:8415:8a80:6c8b:e8ac:ee2c:bb40,Harju,2021-07-20T17:39:45.781Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8415:8a80:9d6f:62c7:767a:9e22,Harju,2021-07-18T19:04:42.106Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8415:8a80:406e:6bd5:86b6:33ee,Harju,2021-07-18T17:16:40.009Z
SLMAC-H4JG58FA3G07NJL05HUUG2151NX09E,EE,Mac,Mac,2001:7d0:8415:8a80:b859:c7cd:f54a:fcf6,Harju,2021-07-18T16:07:49.370Z
NFAPPL-03-APPLETV2=1-AA1034CC31DFC3FD4154E569E7395B263357FA335C4615C27A0186AA4477A6C1,EE,Apple TV,Apple TV 2,2001:7d0:8415:8a80:554e:5c64:a318:e69d,Harju,2021-07-18T11:39:39.695Z
NFAPPL-03-APPLETV2=1-AA1034CC31DFC3FD4154E569E7395B263357FA335C4615C27A0186AA4477A6C1,EE,Apple TV,Apple TV 2,2001:7d0:8415:8a80:554e:5c64:a318:e69d,Harju,2021-07-18T11:39:39.684Z
NFAPPL-02-IPHONE12=3-D41B7DC2AF08258E2499CECFD37C5D40A4A4C9474453F4E9F71D42AEEBD9A57F,EE,Apple iPhone 11 Pro,Apple iPhone 11 Pro,2001:7d0:8415:8a80:9001:c8e5:54f6:83ea,Harju,2021-07-18T10:56:21.418Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8415:8a80:7d24:560d:bbb9:9c0b,Harju,2021-07-15T09:12:53.034Z
NFAPPL-02-IPHONE12=3-D41B7DC2AF08258E2499CECFD37C5D40A4A4C9474453F4E9F71D42AEEBD9A57F,EE,Apple iPhone 11 Pro,Apple iPhone 11 Pro,2001:7d0:8415:8a80:b892:6bfb:48e2:47ea,Harju,2021-07-14T15:52:06.612Z
SLMAC-H4JG58FA3G07NJL05HUUG2151NX09E,EE,Mac,Mac,84.50.125.188,Harju,2021-07-14T11:13:07.953Z
SLMAC-H4JG58FA3G07NJL05HUUG2151NX09E,EE,Mac,Mac,2001:7d0:8415:8a80:7ca4:f7a2:7255:2c7c,Harju,2021-07-14T11:08:03.399Z
SLMAC-H4JG58FA3G07NJL05HUUG2151NX09E,EE,Mac,Mac,84.50.125.188,Harju,2021-07-14T10:48:52.645Z
NFAPPL-02-IPHONE12=3-D41B7DC2AF08258E2499CECFD37C5D40A4A4C9474453F4E9F71D42AEEBD9A57F,EE,Apple iPhone 11 Pro,Apple iPhone 11 Pro,2001:7d0:8415:8a80:3d6a:fc80:fcb3:788a,Harju,2021-07-11T16:31:17.513Z
SLMAC-H4JG58FA3G07NJL05HUUG2151NX09E,EE,Mac,Mac,2001:7d0:8415:8a80:15fc:6a48:5492:6bcf,Harju,2021-07-10T18:33:54.465Z
NFAPPL-02-IPHONE12=3-D41B7DC2AF08258E2499CECFD37C5D40A4A4C9474453F4E9F71D42AEEBD9A57F,EE,Apple iPhone 11 Pro,Apple iPhone 11 Pro,2001:7d0:84e4:6b80:c0e4:57fe:3020:666,Harju,2021-07-10T14:20:24.931Z
SLMAC-H4JG58FA3G07NJL05HUUG2151NX09E,EE,Mac,Mac,2001:7d0:8415:8a80:b07a:871f:af69:3513,Harju,2021-07-09T16:32:42.269Z
NFAPPL-02-IPHONE12=3-D41B7DC2AF08258E2499CECFD37C5D40A4A4C9474453F4E9F71D42AEEBD9A57F,EE,Apple iPhone 11 Pro,Apple iPhone 11 Pro,2001:7d0:84e4:6b80:c0e4:57fe:3020:666,Harju,2021-07-07T18:42:17.228Z
NFAPPL-02-IPHONE12=3-D41B7DC2AF08258E2499CECFD37C5D40A4A4C9474453F4E9F71D42AEEBD9A57F,EE,Apple iPhone 11 Pro,Apple iPhone 11 Pro,46.131.32.163,Unknown,2021-07-07T17:49:06.450Z
NFAPPL-02-IPHONE12=3-D41B7DC2AF08258E2499CECFD37C5D40A4A4C9474453F4E9F71D42AEEBD9A57F,EE,Apple iPhone 11 Pro,Apple iPhone 11 Pro,90.191.110.162,Viljandi,2021-07-07T16:05:02.342Z
NFAPPL-02-IPHONE12=3-D41B7DC2AF08258E2499CECFD37C5D40A4A4C9474453F4E9F71D42AEEBD9A57F,EE,Apple iPhone 11 Pro,Apple iPhone 11 Pro,88.196.208.251,Viljandi,2021-07-07T15:00:02.741Z
NFAPPL-03-APPLETV2=1-AA1034CC31DFC3FD4154E569E7395B263357FA335C4615C27A0186AA4477A6C1,EE,Apple TV,Apple TV 2,2001:7d0:8415:8a80:75bb:a6ea:e973:2f5,Harju,2021-07-06T10:02:20.454Z
NFAPPL-03-APPLETV2=1-AA1034CC31DFC3FD4154E569E7395B263357FA335C4615C27A0186AA4477A6C1,EE,Apple TV,Apple TV 2,2001:7d0:8415:8a80:5160:3c5d:83a5:5c72,Harju,2021-07-06T09:15:43.527Z
NFAPPL-02-IPHONE12=3-D41B7DC2AF08258E2499CECFD37C5D40A4A4C9474453F4E9F71D42AEEBD9A57F,EE,Apple iPhone 11 Pro,Apple iPhone 11 Pro,2001:7d0:8415:8a80:e132:8f8b:ed33:9596,Harju,2021-07-05T16:51:29.668Z
SLMAC-H4JG58FA3G07NJL05HUUG2151NX09E,EE,Mac,Mac,2001:7d0:8415:8a80:19aa:cb4f:e7f1:4481,Harju,2021-07-05T15:50:03.660Z
SLMAC-H4JG58FA3G07NJL05HUUG2151NX09E,EE,Mac,Mac,2001:7d0:8415:8a80:9006:d11e:bb8a:5cef,Harju,2021-07-05T15:25:52.072Z
SLMAC-H4JG58FA3G07NJL05HUUG2151NX09E,EE,Mac,Mac,88.196.40.249,Harju,2021-07-05T14:49:31.424Z
NFAPPL-01-IPAD8=9-65E242DA16AE7D6FF1C057093661BAA153CB857F50721602ABAC3F4588654EDE,EE,Apple iPad Pro 4 9 (TBD) iPad,Apple iPad Pro 4 9 (TBD) iPad,2001:7d0:8415:8a80:d021:2e1b:76c0:d5bd,Harju,2021-07-05T06:44:02.779Z
NFAPPL-01-IPAD8=9-65E242DA16AE7D6FF1C057093661BAA153CB857F50721602ABAC3F4588654EDE,EE,Apple iPad Pro 4 9 (TBD) iPad,Apple iPad Pro 4 9 (TBD) iPad,2001:7d0:8415:8a80:d021:2e1b:76c0:d5bd,Harju,2021-07-04T18:03:36.453Z
NFCDCH-MC-HEW98VFYQUXDGY6YN2HXD56CR024UQ,EE,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,2001:7d0:8415:8a80:bd39:97b2:98df:f1e5,Harju,2021-07-01T20:29:16.457Z
NFCDCH-MC-HEW98VFYQUXDGY6YN2HXD56CR024UQ,EE,Netflix Chrome MAC (Cadmium) HTML 5,Netflix Chrome MAC (Cadmium) HTML 5,2001:7d0:8415:8a80:bd39:97b2:98df:f1e5,Harju,2021-07-01T20:27:30.320Z
SLMAC-H4JG58FA3G07NJL05HUUG2151NX09E,EE,Mac,Mac,88.196.40.249,Harju,2021-07-01T20:07:46.950Z
SLMAC-H4JG58FA3G07NJL05HUUG2151NX09E,EE,Mac,Mac,2001:7d0:8415:8a80:d510:cd7c:ac5a:6674,Harju,2021-07-01T19:44:18.055Z
SLMAC-H4JG58FA3G07NJL05HUUG2151NX09E,EE,Mac,Mac,88.196.40.249,Harju,2021-07-01T19:22:40.338Z
NFAPPL-02-IPHONE10=5-B7EA013A11D70DE83964421E173FDEDE78038C74235EA10BD9D7F56F5D649EAF,EE,Apple iPhone 8 Plus (GSM),Apple iPhone 8 Plus (GSM),2001:7d0:8415:8a80:216c:c34f:5d51:c255,Harju,2021-07-01T11:32:06.656Z
NFAPPL-01-IPAD8=9-65E242DA16AE7D6FF1C057093661BAA153CB857F50721602ABAC3F4588654EDE,EE,Apple iPad Pro 4 9 (TBD) iPad,Apple iPad Pro 4 9 (TBD) iPad,2001:7d0:8415:8a80:b4f6:5a42:57bb:2f9f,Harju,2021-06-30T18:13:00.850Z
SLMAC-H4JG58FA3G07NJL05HUUG2151NX09E,EE,Mac,Mac,2001:7d0:8415:8a80:7c02:56ff:36e0:4388,Harju,2021-06-30T17:56:10.622Z
SLMAC-H4JG58FA3G07NJL05HUUG2151NX09E,EE,Mac,Mac,88.196.40.249,Harju,2021-06-30T17:26:01.206Z
SLMAC-H4JG58FA3G07NJL05HUUG2151NX09E,EE,Mac,Mac,2001:7d0:8415:8a80:7c02:56ff:36e0:4388,Harju,2021-06-30T17:25:59.660Z
